"ppltrst","lrscale","gender","age","married","urban","native","edulevel","paidwork","cntry"
NA,2,0,35,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,NA,0,41,0,1,0,"Kort/Mellemlang videreg?ende",1,"NO"
NA,5,1,26,0,0,1,"Erhvervsuddannelse",0,"NO"
NA,7,1,54,1,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
6,6,0,36,0,0,1,"Erhvervsuddannelse",0,"NO"
NA,3,1,47,0,1,1,"Erhvervsuddannelse",1,"NO"
NA,8,1,67,0,0,1,"Erhvervsuddannelse",0,"NO"
NA,3,0,32,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,5,1,74,1,0,1,"Kort/Mellemlang videreg?ende",0,"NO"
NA,4,1,34,0,0,1,"Lang videreg?ende",1,"NO"
NA,9,1,76,1,0,1,"Gymnasium",0,"NO"
NA,5,1,39,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,6,1,88,1,0,1,"Erhvervsuddannelse",0,"NO"
NA,NA,1,69,1,0,1,"Lang videreg?ende",1,"NO"
NA,5,0,37,1,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,9,0,999,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,NA,1,21,0,0,1,"Erhvervsuddannelse",0,"NO"
NA,5,1,41,0,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,9,1,56,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,10,0,51,1,0,0,"Gymnasium",1,"NO"
NA,7,0,41,0,0,1,"Lang videreg?ende",1,"NO"
NA,0,0,18,0,1,0,"Gymnasium",0,"NO"
NA,1,1,24,0,0,1,"Erhvervsuddannelse",0,"NO"
NA,4,0,73,0,0,1,"Gymnasium",0,"NO"
NA,10,1,76,0,0,1,"Gymnasium",0,"NO"
4,NA,1,48,1,0,1,"Lang videreg?ende",1,"NO"
NA,5,1,61,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,5,1,84,1,0,1,"Gymnasium",0,"NO"
NA,NA,1,16,0,0,1,"Gymnasium",0,"NO"
NA,8,1,30,0,1,1,"Erhvervsuddannelse",1,"NO"
NA,5,0,47,0,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,2,1,60,1,1,0,"Kort/Mellemlang videreg?ende",1,"NO"
NA,10,1,17,0,0,1,"Gymnasium",1,"NO"
NA,10,1,46,1,1,1,"Lang videreg?ende",1,"NO"
6,5,0,48,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,3,0,59,1,0,1,"Lang videreg?ende",1,"NO"
NA,10,1,86,1,0,1,"Erhvervsuddannelse",0,"NO"
NA,5,0,52,1,0,0,"Kort/Mellemlang videreg?ende",1,"NO"
NA,NA,1,22,0,0,1,"Erhvervsuddannelse",1,"NO"
4,NA,0,32,0,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,7,0,38,1,0,0,"Kort/Mellemlang videreg?ende",1,"NO"
NA,2,1,79,1,0,1,"Gymnasium",0,"NO"
7,5,1,18,0,1,1,"Gymnasium",0,"NO"
NA,8,1,72,1,0,1,"Gymnasium",1,"NO"
NA,5,1,25,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,3,1,58,0,0,1,"Erhvervsuddannelse",1,"NO"
9,5,1,15,0,0,1,"Gymnasium",0,"NO"
NA,4,1,21,0,1,1,"Erhvervsuddannelse",0,"NO"
NA,3,1,17,0,1,1,"Gymnasium",0,"NO"
NA,5,1,53,0,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,4,0,38,1,1,1,"Lang videreg?ende",1,"NO"
NA,8,0,81,1,0,1,"Kort/Mellemlang videreg?ende",0,"NO"
NA,8,0,66,1,0,1,"Lang videreg?ende",1,"NO"
NA,10,1,49,1,1,1,"Erhvervsuddannelse",0,"NO"
NA,7,0,45,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,3,1,32,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,7,1,32,1,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,5,1,48,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,3,0,76,1,1,1,"Erhvervsuddannelse",0,"NO"
NA,4,0,20,0,1,1,"Erhvervsuddannelse",0,"NO"
NA,10,0,55,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,8,0,72,1,0,1,"Erhvervsuddannelse",0,"NO"
NA,2,0,63,0,1,1,"Kort/Mellemlang videreg?ende",0,"NO"
NA,7,1,49,0,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,2,1,999,1,0,0,"Erhvervsuddannelse",0,"NO"
NA,10,0,72,1,1,1,"Erhvervsuddannelse",1,"NO"
NA,2,1,64,0,1,1,"Kort/Mellemlang videreg?ende",0,"NO"
NA,3,1,40,0,0,1,"Gymnasium",1,"NO"
NA,7,0,55,1,1,1,"Lang videreg?ende",1,"NO"
NA,4,0,23,0,1,1,"Erhvervsuddannelse",1,"NO"
NA,4,0,50,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,3,0,52,1,1,1,"Lang videreg?ende",1,"NO"
NA,6,0,81,0,0,1,"Gymnasium",0,"NO"
NA,5,0,47,1,0,1,"Lang videreg?ende",1,"NO"
NA,2,1,69,1,1,1,"Erhvervsuddannelse",0,"NO"
NA,5,0,24,0,1,1,"Erhvervsuddannelse",1,"NO"
NA,7,1,42,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,4,1,27,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,6,1,29,0,0,1,"Erhvervsuddannelse",0,"NO"
NA,5,1,71,1,1,1,"Gymnasium",0,"NO"
NA,10,0,70,0,0,1,"Gymnasium",1,"NO"
NA,10,0,76,1,0,1,"Gymnasium",0,"NO"
NA,3,0,61,1,1,1,"Erhvervsuddannelse",0,"NO"
NA,5,1,36,0,1,0,"Lang videreg?ende",1,"NO"
NA,8,0,50,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,6,1,36,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,3,0,37,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,6,0,62,0,0,1,"Kort/Mellemlang videreg?ende",0,"NO"
6,4,1,32,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,4,1,38,0,0,1,"Erhvervsuddannelse",1,"NO"
8,5,1,37,0,1,1,"Erhvervsuddannelse",1,"NO"
6,7,1,42,1,0,1,"Erhvervsuddannelse",0,"NO"
NA,7,1,57,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,3,0,48,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,7,1,74,1,0,1,"Erhvervsuddannelse",0,"NO"
NA,4,1,65,1,0,1,"Erhvervsuddannelse",0,"NO"
NA,1,0,36,0,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,5,0,26,0,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,7,1,74,1,0,1,"Kort/Mellemlang videreg?ende",0,"NO"
NA,8,0,59,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,7,1,33,0,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,6,1,36,0,0,1,"Erhvervsuddannelse",0,"NO"
NA,8,0,21,0,0,1,"Erhvervsuddannelse",0,"NO"
NA,7,1,18,0,0,1,"Gymnasium",0,"NO"
NA,5,0,41,0,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,5,1,41,1,0,0,"Erhvervsuddannelse",1,"NO"
NA,5,0,43,0,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,2,0,26,1,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
6,4,1,18,0,0,1,"Gymnasium",0,"NO"
NA,2,0,78,0,0,1,"Lang videreg?ende",0,"NO"
NA,8,1,82,0,0,1,"Erhvervsuddannelse",0,"NO"
NA,7,0,57,1,1,1,"Erhvervsuddannelse",1,"NO"
NA,5,0,999,1,0,1,"Lang videreg?ende",1,"NO"
NA,6,1,27,0,1,1,"Lang videreg?ende",1,"NO"
NA,8,1,24,0,1,1,"Kort/Mellemlang videreg?ende",0,"NO"
NA,3,0,42,1,0,1,"Lang videreg?ende",1,"NO"
NA,5,1,50,1,0,0,"Erhvervsuddannelse",1,"NO"
NA,3,0,21,0,1,0,"Erhvervsuddannelse",1,"NO"
NA,4,0,47,1,0,1,"Lang videreg?ende",1,"NO"
NA,5,0,76,1,0,1,"Lang videreg?ende",0,"NO"
NA,1,0,60,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,6,1,56,1,0,1,"Erhvervsuddannelse",0,"NO"
NA,3,1,41,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,6,1,57,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,6,1,48,1,0,1,"Lang videreg?ende",1,"NO"
NA,7,1,46,1,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,6,1,79,0,0,1,"Kort/Mellemlang videreg?ende",0,"NO"
NA,2,1,60,1,0,1,"Gymnasium",0,"NO"
NA,1,1,79,0,0,1,"Lang videreg?ende",0,"NO"
NA,9,0,73,1,1,1,"Kort/Mellemlang videreg?ende",0,"NO"
NA,8,0,68,0,0,1,"Kort/Mellemlang videreg?ende",0,"NO"
NA,4,0,75,0,0,1,"Erhvervsuddannelse",0,"NO"
NA,4,0,53,1,1,1,"Erhvervsuddannelse",1,"NO"
NA,4,1,16,0,0,1,"Gymnasium",1,"NO"
NA,9,1,53,1,1,1,"Lang videreg?ende",1,"NO"
NA,5,1,58,0,0,1,"Erhvervsuddannelse",0,"NO"
NA,2,0,87,0,0,1,"Kort/Mellemlang videreg?ende",0,"NO"
NA,5,1,56,0,0,1,"Gymnasium",0,"NO"
NA,2,0,58,0,1,1,"Erhvervsuddannelse",1,"NO"
NA,3,1,70,1,0,1,"Erhvervsuddannelse",0,"NO"
NA,5,0,72,1,0,1,"Grundskole",0,"NO"
NA,2,0,19,0,0,1,"Gymnasium",0,"NO"
10,3,0,34,0,1,1,"Lang videreg?ende",1,"NO"
NA,3,1,55,0,0,1,"Lang videreg?ende",1,"NO"
NA,3,1,22,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,3,1,42,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,2,0,22,0,1,1,"Erhvervsuddannelse",1,"NO"
NA,4,1,43,0,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,6,0,70,0,1,1,"Erhvervsuddannelse",0,"NO"
NA,5,0,70,1,0,1,"Gymnasium",0,"NO"
NA,7,1,64,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,7,0,54,0,1,1,"Erhvervsuddannelse",1,"NO"
NA,7,1,48,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,6,1,49,1,1,1,"Lang videreg?ende",1,"NO"
NA,4,1,75,0,0,1,"Erhvervsuddannelse",0,"NO"
5,5,1,16,0,0,1,"Gymnasium",0,"NO"
8,7,1,16,0,0,1,"Grundskole",0,"NO"
8,10,0,37,1,0,1,"Lang videreg?ende",1,"NO"
NA,7,1,48,1,1,1,"Lang videreg?ende",1,"NO"
NA,3,0,34,0,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,2,1,39,0,1,1,"Lang videreg?ende",1,"NO"
6,6,1,18,0,0,0,"Grundskole",0,"NO"
NA,5,1,61,1,0,1,"Lang videreg?ende",1,"NO"
7,10,1,30,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,5,1,54,0,0,0,"Lang videreg?ende",1,"NO"
6,8,1,21,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,10,1,62,1,0,1,"Erhvervsuddannelse",0,"NO"
NA,5,0,15,0,1,1,"Grundskole",0,"NO"
7,8,1,39,0,0,1,"Erhvervsuddannelse",1,"NO"
7,2,0,21,0,0,1,"Erhvervsuddannelse",0,"NO"
NA,8,0,55,1,0,1,"Lang videreg?ende",1,"NO"
NA,5,1,31,1,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,1,1,39,1,1,1,"Erhvervsuddannelse",1,"NO"
NA,3,0,62,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,0,0,39,0,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,7,1,62,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,4,1,61,1,0,1,"Gymnasium",1,"NO"
NA,9,0,62,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,5,1,24,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,6,0,23,0,1,1,"Erhvervsuddannelse",1,"NO"
NA,3,1,29,0,1,1,"Erhvervsuddannelse",1,"NO"
NA,5,0,26,0,0,1,"Gymnasium",0,"NO"
NA,5,0,45,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,6,1,23,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,0,1,35,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,5,1,62,1,1,1,"Erhvervsuddannelse",1,"NO"
NA,7,0,62,1,0,1,"Lang videreg?ende",1,"NO"
NA,8,1,35,0,1,1,"Erhvervsuddannelse",1,"NO"
NA,7,0,46,0,0,1,"Lang videreg?ende",1,"NO"
NA,2,0,42,0,0,1,"Erhvervsuddannelse",1,"NO"
5,5,0,36,1,1,0,"Gymnasium",1,"NO"
NA,5,0,53,1,1,1,"Lang videreg?ende",1,"NO"
NA,5,0,66,1,0,1,"Erhvervsuddannelse",0,"NO"
NA,10,1,68,1,0,1,"Erhvervsuddannelse",0,"NO"
NA,8,0,69,1,0,1,"Erhvervsuddannelse",0,"NO"
NA,5,1,46,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,2,0,44,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,0,1,63,1,0,1,"Erhvervsuddannelse",0,"NO"
NA,2,1,49,1,0,1,"Lang videreg?ende",1,"NO"
NA,7,1,53,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,4,1,48,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,5,0,42,1,0,0,"Kort/Mellemlang videreg?ende",1,"NO"
NA,4,1,58,1,1,1,"Erhvervsuddannelse",1,"NO"
NA,3,0,36,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,3,1,49,0,1,1,"Erhvervsuddannelse",0,"NO"
NA,2,1,75,0,0,1,"Gymnasium",0,"NO"
NA,7,1,32,1,0,1,"Lang videreg?ende",1,"NO"
NA,5,1,63,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,5,1,22,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,2,1,60,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,7,0,61,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,5,1,66,0,0,1,"Erhvervsuddannelse",0,"NO"
NA,2,0,53,1,0,1,"Kort/Mellemlang videreg?ende",0,"NO"
NA,4,1,57,0,1,1,"Erhvervsuddannelse",1,"NO"
NA,0,0,23,0,0,1,"Erhvervsuddannelse",0,"NO"
NA,7,0,67,0,0,1,"Erhvervsuddannelse",0,"NO"
8,8,0,54,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,7,0,22,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,2,0,63,1,1,1,"Erhvervsuddannelse",1,"NO"
NA,10,0,38,0,1,0,"Lang videreg?ende",0,"NO"
NA,5,1,58,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,3,1,53,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,7,0,24,0,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,1,1,35,0,0,0,"Lang videreg?ende",1,"NO"
NA,7,0,50,0,0,1,"Erhvervsuddannelse",1,"NO"
7,2,1,37,0,1,0,"Kort/Mellemlang videreg?ende",1,"NO"
NA,10,1,81,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,7,1,21,0,1,1,"Erhvervsuddannelse",0,"NO"
NA,10,1,68,0,0,1,"Gymnasium",0,"NO"
NA,3,1,23,0,1,1,"Erhvervsuddannelse",1,"NO"
3,5,1,56,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,0,0,19,0,0,0,"Gymnasium",0,"NO"
NA,2,1,31,1,0,0,"Erhvervsuddannelse",1,"NO"
NA,2,0,55,0,0,1,"Lang videreg?ende",0,"NO"
NA,7,0,90,0,1,1,"Erhvervsuddannelse",0,"NO"
NA,6,1,34,0,0,1,"Lang videreg?ende",1,"NO"
NA,3,1,66,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,5,0,37,0,1,1,"Lang videreg?ende",1,"NO"
NA,NA,0,27,0,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,2,1,51,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,2,0,26,1,0,1,"Lang videreg?ende",1,"NO"
NA,2,1,60,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,4,0,33,0,1,1,"Lang videreg?ende",1,"NO"
NA,4,0,60,1,0,1,"Lang videreg?ende",1,"NO"
2,5,0,27,0,1,1,"Gymnasium",1,"NO"
NA,5,0,999,1,0,0,"Erhvervsuddannelse",0,"NO"
NA,2,0,23,0,0,1,"Kort/Mellemlang videreg?ende",0,"NO"
NA,4,0,63,1,0,1,"Gymnasium",1,"NO"
NA,4,0,17,0,0,0,"Gymnasium",1,"NO"
NA,3,0,29,0,0,1,"Lang videreg?ende",1,"NO"
NA,8,0,60,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,7,0,90,1,0,1,"Erhvervsuddannelse",0,"NO"
NA,3,0,41,1,1,0,"Erhvervsuddannelse",1,"NO"
NA,3,0,28,0,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,NA,1,33,0,0,0,"Kort/Mellemlang videreg?ende",1,"NO"
8,5,0,36,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,3,0,41,1,0,0,"Lang videreg?ende",0,"NO"
NA,4,0,35,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,5,1,49,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,5,1,62,1,0,1,"Erhvervsuddannelse",0,"NO"
NA,4,1,26,0,1,1,"Gymnasium",0,"NO"
NA,5,1,78,1,0,1,"Erhvervsuddannelse",0,"NO"
NA,8,1,59,0,1,1,"Erhvervsuddannelse",1,"NO"
NA,1,1,72,1,0,1,"Erhvervsuddannelse",0,"NO"
NA,7,1,58,1,1,1,"Erhvervsuddannelse",1,"NO"
8,5,1,28,0,1,1,"Erhvervsuddannelse",1,"NO"
8,8,1,33,0,0,1,"Lang videreg?ende",1,"NO"
NA,5,1,62,1,0,1,"Lang videreg?ende",1,"NO"
NA,7,1,74,1,0,0,"Lang videreg?ende",0,"NO"
NA,5,0,47,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,5,0,30,0,0,0,"Erhvervsuddannelse",1,"NO"
NA,5,1,33,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,7,0,41,0,1,1,"Erhvervsuddannelse",1,"NO"
NA,4,0,41,0,1,1,"Erhvervsuddannelse",0,"NO"
NA,5,1,16,0,0,1,"Gymnasium",0,"NO"
NA,1,0,75,1,1,1,"Kort/Mellemlang videreg?ende",0,"NO"
NA,9,1,30,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,7,1,23,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,3,0,41,0,1,1,"Lang videreg?ende",1,"NO"
NA,2,0,51,1,1,1,"Erhvervsuddannelse",1,"NO"
6,3,1,16,0,0,1,"Grundskole",0,"NO"
NA,6,1,33,1,1,1,"Lang videreg?ende",1,"NO"
NA,3,1,39,1,0,0,"Erhvervsuddannelse",1,"NO"
NA,2,0,68,0,0,1,"Lang videreg?ende",1,"NO"
NA,8,1,74,1,0,1,"Erhvervsuddannelse",0,"NO"
7,8,1,44,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,1,1,52,0,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,5,1,42,0,0,1,"Erhvervsuddannelse",1,"NO"
4,5,0,43,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,6,1,70,0,1,1,"Erhvervsuddannelse",0,"NO"
NA,6,1,20,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,1,1,67,0,0,1,"Gymnasium",0,"NO"
NA,4,0,68,1,1,1,"Lang videreg?ende",0,"NO"
NA,3,0,71,1,0,1,"Kort/Mellemlang videreg?ende",0,"NO"
NA,5,0,72,1,0,0,"Kort/Mellemlang videreg?ende",0,"NO"
NA,6,1,60,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,NA,1,27,0,1,1,"Erhvervsuddannelse",0,"NO"
NA,4,1,43,0,0,1,"Erhvervsuddannelse",0,"NO"
NA,6,1,16,0,0,1,"Grundskole",0,"NO"
NA,4,1,37,0,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,3,0,32,0,0,0,"Erhvervsuddannelse",0,"NO"
NA,7,1,71,1,0,1,"Kort/Mellemlang videreg?ende",0,"NO"
NA,7,1,22,0,1,1,"Erhvervsuddannelse",0,"NO"
NA,3,1,40,0,1,0,"Erhvervsuddannelse",1,"NO"
NA,0,1,25,0,0,1,"Gymnasium",1,"NO"
NA,4,0,30,1,1,1,"Erhvervsuddannelse",1,"NO"
NA,4,0,43,0,0,1,"Lang videreg?ende",1,"NO"
NA,2,0,69,1,0,1,"Kort/Mellemlang videreg?ende",0,"NO"
NA,7,1,26,1,1,1,"Gymnasium",1,"NO"
NA,2,0,71,0,0,1,"Erhvervsuddannelse",0,"NO"
8,5,0,19,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,2,1,35,0,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,8,1,56,1,0,1,"Erhvervsuddannelse",0,"NO"
NA,4,1,31,1,1,1,"Erhvervsuddannelse",1,"NO"
NA,6,0,57,1,0,1,"Erhvervsuddannelse",0,"NO"
NA,8,1,999,0,0,1,"Gymnasium",1,"NO"
NA,3,1,62,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,4,0,35,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,3,0,48,1,1,1,"Lang videreg?ende",1,"NO"
NA,2,1,58,0,0,1,"Erhvervsuddannelse",0,"NO"
NA,6,1,47,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,8,1,64,1,0,1,"Gymnasium",1,"NO"
NA,8,1,63,0,0,0,"Kort/Mellemlang videreg?ende",1,"NO"
NA,4,0,75,1,1,0,"Kort/Mellemlang videreg?ende",0,"NO"
NA,7,1,39,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,9,1,28,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,4,1,69,0,0,1,"Gymnasium",0,"NO"
NA,7,0,18,0,0,1,"Gymnasium",1,"NO"
NA,9,0,79,1,1,1,"Erhvervsuddannelse",0,"NO"
NA,3,0,62,0,0,1,"Lang videreg?ende",1,"NO"
NA,4,0,52,1,0,1,"Lang videreg?ende",1,"NO"
NA,8,0,71,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,5,1,44,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,9,1,46,1,1,1,"Lang videreg?ende",1,"NO"
NA,8,1,71,1,0,1,"Erhvervsuddannelse",0,"NO"
NA,8,0,48,1,0,0,"Erhvervsuddannelse",1,"NO"
NA,3,0,16,0,0,1,"Gymnasium",0,"NO"
NA,6,1,64,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
3,10,1,43,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,6,0,51,0,1,0,"Kort/Mellemlang videreg?ende",1,"NO"
NA,3,1,60,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,7,1,50,1,1,1,"Lang videreg?ende",1,"NO"
NA,4,1,44,0,0,1,"Gymnasium",1,"NO"
NA,4,0,23,0,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,2,1,999,0,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,7,1,67,1,1,1,"Kort/Mellemlang videreg?ende",0,"NO"
NA,6,1,35,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,5,1,19,0,1,1,"Erhvervsuddannelse",1,"NO"
5,4,0,16,0,0,1,"Grundskole",0,"NO"
NA,0,0,17,0,0,1,"Gymnasium",0,"NO"
NA,3,1,60,0,0,1,"Erhvervsuddannelse",1,"NO"
8,7,1,25,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,4,0,22,0,1,1,"Erhvervsuddannelse",0,"NO"
NA,2,0,40,0,1,1,"Lang videreg?ende",1,"NO"
NA,1,1,36,1,0,1,"Lang videreg?ende",1,"NO"
NA,2,1,75,1,0,1,"Lang videreg?ende",0,"NO"
NA,9,0,39,1,1,0,"Lang videreg?ende",0,"NO"
NA,4,1,54,1,0,0,"Erhvervsuddannelse",1,"NO"
NA,0,0,63,0,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,2,1,52,1,0,0,"Erhvervsuddannelse",1,"NO"
5,5,0,15,0,0,1,"Gymnasium",0,"NO"
NA,6,0,47,0,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,3,1,35,0,1,0,"Erhvervsuddannelse",1,"NO"
NA,2,0,80,1,1,1,"Erhvervsuddannelse",0,"NO"
NA,2,0,53,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,2,0,49,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,2,0,24,0,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,3,1,66,0,1,1,"Gymnasium",0,"NO"
NA,2,1,55,1,1,1,"Lang videreg?ende",1,"NO"
NA,3,1,53,0,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,6,1,58,1,0,1,"Lang videreg?ende",1,"NO"
NA,4,1,35,0,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,3,0,49,0,0,1,"Lang videreg?ende",1,"NO"
NA,7,1,58,0,1,1,"Erhvervsuddannelse",1,"NO"
NA,4,1,77,1,0,1,"Kort/Mellemlang videreg?ende",0,"NO"
NA,3,1,85,0,0,1,"Erhvervsuddannelse",0,"NO"
NA,6,1,22,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,6,1,23,0,1,1,"Erhvervsuddannelse",0,"NO"
8,5,1,21,0,1,1,"Erhvervsuddannelse",1,"NO"
NA,10,0,16,0,0,1,"Gymnasium",0,"NO"
NA,7,1,26,0,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,2,0,48,0,1,1,"Lang videreg?ende",1,"NO"
NA,7,0,34,1,1,0,"Kort/Mellemlang videreg?ende",1,"NO"
4,5,0,29,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,5,1,65,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,2,0,25,0,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
9,9,1,56,1,1,1,"Erhvervsuddannelse",1,"NO"
NA,4,1,41,0,0,1,"Lang videreg?ende",1,"NO"
NA,3,0,31,0,1,1,"Erhvervsuddannelse",1,"NO"
NA,8,1,31,0,0,1,"Erhvervsuddannelse",1,"NO"
7,2,1,60,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,3,1,35,1,0,0,"Erhvervsuddannelse",1,"NO"
NA,6,1,47,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,1,0,29,0,1,1,"Erhvervsuddannelse",1,"NO"
NA,7,1,29,0,1,1,"Lang videreg?ende",1,"NO"
NA,2,0,53,0,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,6,1,999,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
8,8,1,38,1,0,1,"Lang videreg?ende",1,"NO"
7,3,1,19,0,0,1,"Gymnasium",1,"NO"
